"Código OACI","CIAD","Id to Tipo de Uso","Nome","Município","UF","Longitude","Latitude","Altitude","Operação Diurna","Operação Noturna","Designação 1","Comprimento 1","Largura 1","Resistência 1","Superfície 1","Designação 2","Comprimento 2","Largura 2","Resistência 2","Superfície 2","Portaria de Registro","Link Portaria"
"","MT0942",1,"Fazenda Sertaneja","ALTA FLORESTA","MT","056°00'41,3""W","09°42'15,68""S","272 m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.538.pdf","PA2023-12.538"
"SWAA","GO0114",1,"Fazenda Ykaraí","NOVA CRIXÁS","GO","050°35'34""W","14°32'38""S","273 m","VFR","Sem Operação","","646 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-2795.pdf","PA2015-2795"
"SNKT","MS0214",1,"Fazenda Viçosa","NAVIRAÍ","MS","053°50'36""W","23°08'15""S","295 m","VFR","Sem Operação","","650 m","30 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-2663.pdf","PA2017-2663"
"","MS0602",1,"Fazenda Santa Maria","JARDIM","MS","056°25'13""W","21°30'21""S","324 m","","","","1000 m","20 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7611.pdf","PA2022-7611"
"SSLM","GO0202",1,"Estância Acrobata","LEOPOLDO DE BULHÕES","GO","048°56'30""W","16°32'56""S","1070 m","VFR","VFR","","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-2353.pdf","PA2019-2353"
"SD66","MT0582",1,"Cravari","BRASNORTE","MT","057°52'35""W","12°30'20""S","309 m","","","","1410 m","30 m","9/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4107.pdf","PA2021-4107"
"SSIF","MS0287",1,"Fazenda Baunilha","ITAQUIRAÍ","MS","054°01'49""W","23°33'45""S","292 m","","","","1300 m","18 m","4600 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7297.pdf","PA2022-7297"
"","MT0810",1,"FAZENDA VALE DOS SONHOS","PARANATINGA","MT","053°48'30""W","13°44'15""S","383 m","VFR","Sem Operação","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-6991.pdf","PA2022-6991"
"SIDN","MS0069",1,"Fazenda Figueiral","CORUMBÁ","MS","055°24'50""W","18°23'48""S","165 m","VFR","Sem Operação","","550 m","20 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-2686.pdf","PA2018-2686"
"","PI0086",1,"AGRODIPE","RIBEIRO GONÇALVES","PI","045°22'18""W","07°45'55""S","456 m","VFR","Sem Operação","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6120.pdf","PA2021-6120"
"SIWQ","MS0137",1,"Fazenda Mateira","SANTA RITA DO PARDO","MS","053°04'14""W","20°57'43""S","384 m","VFR","Sem Operação","","850 m","20 m","3000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-0007.pdf","PA2016-0007"
"SWCI","GO0203",1,"Agropecuária Rio da Prata","POSSE","GO","046°32'53,7""W","14°13'30,2""S","534 m","VFR","Sem Operação","","895 m","18 m","13/F/B/Y/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-2572.pdf","PA2019-2572"
"SSPV","MS0321",1,"Fazenda Vera","ALCINÓPOLIS","MS","053°53'45""W","17°56'58""S","350 m","VFR","Sem Operação","","1000 m","19 m","4800 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1679.pdf","PA2019-1679"
"SWMN","TO0049",1,"Santa Mônica","NATIVIDADE","TO","047°43'19""W","12°03'56""S","372 m","","","","1190 m","30 m","5670 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8597.pdf","PA2022-8597"
"SJOD","AC0009",1,"Jordão","JORDÃO","AC","071°56'49""W","09°11'25""S","365 m","VFR","Sem Operação","","900 m","18 m","3970 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2747.pdf","PA2014-2747"
"SWMU","MS0386",1,"Fazenda Três Muchachas","BANDEIRANTES","MS","054°01'55""W","19°38'34""S","558 m","VFR","Sem Operação","","800 m","18 m","4000 Kg /   0,50 MPa","Saibro","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-3565.pdf","PA2016-3565"
"SNPL","SP0233",1,"Fazenda Pacuruxu","SANTA MERCEDES","SP","051°43'44""W","21°15'23""S","360 m","VFR","Sem Operação","","1100 m","20 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8152.pdf","PA2022-8152"
"SJNU","MT0196",1,"Fazenda Campo Alto","RIBEIRÃO CASCALHEIRA","MT","051°42'47""W","13°02'20""S","308 m","VFR","Sem Operação","","1000 m","20 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8474.pdf","PA2022-8474"
"SWFJ","MS0373",1,"Fazenda Estrela","ANTÔNIO JOÃO","MS","055°48'00""W","22°12'43""S","653 m","VFR","Sem Operação","","600 m","18 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.381.pdf","PA2023-11.381"
"","MT0798",1,"FAZENDA SANTA VERÔNICA","PORTO DOS GAÚCHOS","MT","056°27'14""W","11°56'32""S","398 m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6777.pdf","PA2021-6777"
"SSRJ","RS0099",1,"Fazenda Jacuí","ELDORADO DO SUL","RS","051°18'02""W","29°58'58""S","2 m","VFR","Sem Operação","","650 m","23 m","3000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0970.pdf","PA2017-0970"
"SSKT","SC0038",1,"Aeroclube de Santa Catarina","SÃO JOSÉ","SC","048°40'24""W","27°36'43""S","7 m","VFR","VFR","","1203 m","18 m","7/F/C/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11998.pdf","PA2023-11998"
"SIZI","GO0282",1,"Fazenda Agrícola Godoy","CATALÃO","GO","047°31'37""W","17°37'03""S","940 m","VFR","","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2155.pdf","PA2020-2155"
"","RO0065",1,"Usina Calcário Parecis","PARECIS","RO","061°31'19""W","12°08'45""S","300 m","VFR","Sem Operação","","799 m","18 m","64/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4334.pdf","PA2021-4334"
"","MT0973",1,"Fazenda Rio Branco","IPIRANGA DO NORTE","MT","056°09'16""W","11°55'57""S","380 m","VFR","Sem Operação","","800 m","18 m","8/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13254.pdf","PA2023-13254"
"","MS0562",1,"Fazenda Campo Hélio","AQUIDAUANA","MS","055°34'14""W","19°05'48""S","141 m","VFR","Sem Operação","","600 m","18 m","3000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4573.pdf","PA2021-4573"
"SNUM","MT0617",1,"Fazenda Córrego Fundo","ÁGUA BOA","MT","052°41'39""W","13°43'51""S","437 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-3227.pdf","PA2019-3227"
"SDYB","SP0164",1,"Fazenda São José do Bom Retiro","ITAPETININGA","SP","048°20'18""W","23°47'04""S","668 m","VFR","VFR","","1100 m","20 m","12/F/C/Y/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0700.pdf","PA2015-0700"
"SSWU","RS0100",1,"SEMENTES UMBU","SÃO LUIZ GONZAGA","RS","054°44'36""W","28°23'06""S","265 m","VFR","Sem Operação","","500 m","18 m","3000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0541.pdf","PA2018-0541"
"SJVS","PR0063",1,"Fazenda Boa Vista","SANTA FÉ","PR","051°46'45""W","23°04'45""S","530 m","VFR","Sem Operação","","1000 m","18 m","13/F/B/Y/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-1710.pdf","PA2018-1710"
"SSFM","PI0036",1,"Fazenda Montani","BAIXA GRANDE DO RIBEIRO","PI","044°53'32""W","08°01'26""S","502 m","","","","1500 m","20 m","12/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9134.pdf","PA2022-9134"
"SIDG","RO0012",1,"Irmãos Gonçalves","JARU","RO","062°31'02""W","10°25'24""S","200 m","VFR","VFR","","1200 m","80 m","8/F/C/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-1546.pdf","PA2014-1546"
"SWOT","MT0375",1,"Fazenda Planorte","SAPEZAL","MT","058°53'38,3""W","13°56'38,3""S","647 m","VFR","Sem Operação","","1200 m","18 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.615.pdf","PA2023-12.615"
"SNYZ","PA0119",1,"Fazenda Rio 18","CUMARU DO NORTE","PA","051°17'05""W","08°26'18""S","315 m","VFR","Sem Operação","","1200 m","18 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8796.pdf","PA2022-8796"
"SWAM","SP0269",1,"Fazenda Agropecuária Gomes","TAQUARITUBA","SP","049°09'01""W","23°38'53""S","660 m","VFR","Sem Operação","","900 m","25 m","5700 Kg /   0,62 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3617.pdf","PA2020-3617"
"SDZU","SP0168",1,"Fazenda Anhumas","MARABÁ PAULISTA","SP","052°11'52""W","22°07'21""S","305 m","VFR","Sem Operação","","900 m","18 m","12/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.765.pdf","PA2023-11.765"
"SIFU","RJ0021",1,"Fazenda Ribeirão","BARRA DO PIRAÍ","RJ","043°46'31""W","22°24'56""S","402 m","","","","600 m","18 m","4000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7530.pdf","PA2022-7530"
"SSDM","BA0154",1,"Fazenda Serinhaém","ITUBERÁ","BA","038°59'20,5""W","13°50'00,7""S","5 m","VFR","Sem Operação","","790 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-0696.pdf","PA2014-0696"
"SIKU","MT0499",1,"Fazenda Gaúcha do Norte","GAÚCHA DO NORTE","MT","052°58'51""W","13°01'53""S","355 m","VFR","Sem Operação","","1200 m","20 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-2825.pdf","PA2019-2825"
"SIEL","RO0013",1,"Eletro Cesar Primavera","PIMENTA BUENO","RO","061°13'33""W","11°54'14""S","204 m","VFR","VFR","","799 m","18 m","64/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4309.pdf","PA2021-4309"
"SWMJ","MT0366",1,"Fazenda Mano Julio","IPIRANGA DO NORTE","MT","056°17'49""W","12°21'18""S","376 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0350.pdf","PA2018-0350"
"","RS0207",1,"Pastoreio","SANTA VITÓRIA DO PALMAR","RS","052°59'54""W","33°11'10""S"," m","VFR","Sem Operação","","700 m","30 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.519.pdf","PA2023-12.519"
"SJGD","BA0110",1,"Fazenda Rio Brilhante","SÃO DESIDÉRIO","BA","045°43'25""W","12°48'12""S","853 m","VFR","Sem Operação","","1500 m","30 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-0042.pdf","PA2020-0042"
"SDSM","SP0142",1,"Fazenda Nossa Senhora da Conceição","SÃO MANUEL","SP","048°32'33,4""W","22°45'31,4""S","757 m","VFR","Sem Operação","","870 m","18 m","5600 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6082.pdf","PA2021-6082"
"SJUO","GO0088",1,"Fazenda Juscelândia","JUSSARA","GO","051°17'05""W","15°17'39""S","274 m","VFR","Sem Operação","","850 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.409.pdf","PA2023-12.409"
"SIZH","MS0146",1,"Fazenda Vista Alegre","APARECIDA DO TABOADO","MS","051°30'51""W","19°59'47""S","452 m","VFR","Sem Operação","","1070 m","23 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-3140.pdf","PA2014-3140"
"","PA0322",1,"ALDEIA URUNAI","ORIXIMINÁ","PA","056°04'58""W","01°31'15""N","311 m","VFR","Sem Operação","","600 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6431.pdf","PA2021-6431"
"SDGB","SP0103",1,"Usina Colorado","GUAÍRA","SP","048°10'55""W","20°16'37""S","606 m","VFR","Sem Operação","","1050 m","30 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-1277.pdf","PA2014-1277"
"","TO0089",1,"Fazenda Água Boa","ANANÁS","TO","048°13'09""W","06°09'38""S"," m","VFR","Sem Operação","","1300 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6038.pdf","PA2021-6038"
"SDIP","SP0110",1,"Fazenda Centro de Vôo a Vela Ipuã","CAÇAPAVA","SP","045°46'32""W","23°02'36""S","583 m","VFR","Sem Operação","","600 m","20 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.739.pdf","PA2024-13.739"
"","MA0154",1,"Fazenda Pau Brasil","ITINGA DO MARANHÃO","MA","047°30'16""W","04°39'13""S","314 m","VFR","Sem Operação","","1200 m","30 m","5700 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8697.pdf","PA2022-8697"
"SDRL","MS0048",1,"Fazenda Retiro Velho","PORTO MURTINHO","MS","057°49'35""W","21°26'59""S","88 m","VFR","Sem Operação","","1100 m","18 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-3108.pdf","PA2018-3108"
"SWQS","MS0392",1,"Fazenda Santa Rosa","RIBAS DO RIO PARDO","MS","053°26'07""W","20°56'29""S","434 m","VFR","Sem Operação","","950 m","40 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.438.pdf","PA2023-11.438"
"SIZG","MT0475",1,"Fazenda Santo André II","NOVA MARINGÁ","MT","057°17'45""W","12°37'54""S","337 m","VFR","Sem Operação","","950 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-0249.pdf","PA2019-0249"
"","MT0823",1,"FAZENDA NOVA","SANTO ANTÔNIO DO LESTE","MT","053°53'03""W","14°56'00""S","664 m","VFR","Sem Operação","","900 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8312.pdf","PA2022-8312"
"SSKY","MT0296",1,"Fazenda Querência","TANGARÁ DA SERRA","MT","058°21'32""W","14°28'10""S","731 m","VFR","Sem Operação","","1200 m","20 m","5600 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2833.pdf","PA2014-2833"
"SJGR","GO0074",1,"Santa Maria","FLORES DE GOIÁS","GO","046°39'25""W","14°48'12""S","522 m","VFR","Sem Operação","","1190 m","30 m","5670 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8431.pdf","PA2022-8431"
"SWSD","MT0395",1,"Fazenda Santo Antônio","ARAGUAIANA","MT","051°48'51,69""W","15°37'01,05""S","310 m","VFR","VFR","","1287 m","20 m","12/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1053.pdf","PA2015-1053"
"SJLC","RR0047",1,"Hakoma","ALTO ALEGRE","RR","063°34'03""W","02°43'12""N","363 m","VFR","Sem Operação","","600 m","30 m","3000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2012-2847.pdf","PA2012-2847"
"","MT0938",1,"FAZENDA SANTA MARIA","BARRA DO GARÇAS","MT","053°02'59""W","15°21'40""S","479 m","VFR","Sem Operação","","1100 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.947.pdf","PA2023-11.947"
"SIPL","PA0052",1,"Pista Aldeia Pykararankre","SÃO FÉLIX DO XINGU","PA","052°39'25""W","07°27'37""S","229 m","VFR","Sem Operação","","1000 m","23 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-3041.pdf","PA2015-3041"
"","PI0108",1,"GRUPO SHIMOHIRA","BAIXA GRANDE DO RIBEIRO","PI","044°54'06""W","08°06'22""S","515 m","VFR","Sem Operação","","1200 m","25 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.174.pdf","PA2023-12.174"
"SWCH","BA0324",1,"Fazenda Jucurutu do Formoso","JABORANDI","BA","045°55'21""W","14°29'47""S","921 m","VFR","Sem Operação","","1200 m","25 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2997.pdf","PA2020-2997"
"SITC","MT0132",1,"Fazenda Colorado","SORRISO","MT","055°26'43""W","13°07'56""S","435 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7484.pdf","PA2022-7484"
"SWXC","RO0038",1,"Fazenda Tropical","CORUMBIARA","RO","061°17'55""W","12°53'08""S","303 m","","","","1100 m","18 m","5700 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7509.pdf","PA2022-7509"
"SNQN","MT0265",1,"Fazenda Estrela","CANARANA","MT","052°34'16""W","13°09'23""S","343 m","VFR","Sem Operação","","1000 m","18 m","10/F/B/Z/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4173.pdf","PA2021-4173"
"SSJC","SP0249",1,"Jacarezinho","VALPARAÍSO","SP","050°54'04""W","21°08'32""S","400 m","VFR","Sem Operação","","1000 m","40 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-1760.pdf","PA2013-1760"
"SNNW","GO0198",1,"Fazenda Regalito","FLORES DE GOIÁS","GO","046°52'14""W","14°27'58""S","468 m","VFR","Sem Operação","","1200 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1916.pdf","PA2019-1916"
"SWTZ","MS0396",1,"Fazenda Santo Antônio - Zampieri","RIBAS DO RIO PARDO","MS","053°32'08""W","20°44'21""S","402 m","VFR","Sem Operação","","800 m","18 m","4000 Kg /   0,50 MPa","Saibro","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1199.pdf","PA2016-1199"
"SWOA","GO0138",1,"Arnapar","GOIANIRA","GO","049°23'54""W","16°32'26""S","800 m","VFR","Sem Operação","","860 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.559.pdf","PA2023-10.559"
"SWLY","SP0277",1,"Chácara MCL","ANDRADINA","SP","051°21'23""W","20°52'52""S","410 m","","","","1350 m","24 m","14/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8494.pdf","PA2022-8494"
"","MT0994",1,"Fazenda Esperança","SÃO JOSÉ DO XINGU","MT","052°14'37""W","10°20'14""S","312 m","VFR","Sem Operação","","949 m","20 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.765.pdf","PA2024-13.765"
"SICJ","MT0084",1,"Gaivota Aviação Agrícola","SAPEZAL","MT","058°46'41""W","13°27'42""S","560 m","VFR","Sem Operação","","800 m","30 m","5600 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4224.pdf","PA2021-4224"
"","RO0055",1,"Fazenda Riacho Fundo","NOVA MAMORÉ","RO","064°53'53""W","10°22'14""S","156 m","VFR","Sem Operação","","900 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11345.pdf","PA2023-11345"
"SNAC","PA0081",1,"Fazenda Santa Rosa","XINGUARA","PA","050°05'18""W","07°02'11""S","213 m","VFR","Sem Operação","","900 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5914.pdf","PA2021-5914"
"","MT0952",1,"FAZENDA ZANCCHETIN","LUCAS DO RIO VERDE","MT","056°07'33,4""W","13°01'10,1""S","415 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.393.pdf","PA2023-12.393"
"SDLU","SP0119",1,"Fazenda Santa Luíza","BARRA BONITA","SP","048°31'28""W","22°29'00""S","543 m","VFR","VFR","","1400 m","25 m","15/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0903.pdf","PA2017-0903"
"SSPJ","MT0603",1,"Pousada Juruena","NOVA BANDEIRANTES","MT","058°32'29""W","09°22'09""S","212 m","VFR","Sem Operação","","850 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-0279.pdf","PA2020-0279"
"","MS0600",1,"Fazenda Santa Maria","TACURU","MS","054°47'24""W","23°42'05""S"," m","VFR","Sem Operação",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.922.pdf","PA2023-10.922"
"","PI0087",1,"FAZENDA CARAÍBAS","MORRO DO CHAPÉU DO PIAUÍ","PI","042°17'52""W","03°45'06""S","86 m","VFR","Sem Operação","","1000 m","18 m","5000 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6517.pdf","PA2021-6517"
"","MT0778",1,"Casa das Onças","BARÃO DE MELGAÇO","MT","056°34'12""W","17°09'09""S","107 m","","","","1199 m","23 m","8/F/B/Y/U","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6619.pdf","PA2021-6619"
"SIKX","MT0103",1,"Fazenda Água Boa ","JUARA","MT","057°40'08""W","11°10'34""S","249 m","VFR","Sem Operação","","1250 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-2164.pdf","PA2017-2164"
"SIEX","MG0098",1,"Fazenda São Joaquim I","SANTA VITÓRIA","MG","050°25'53""W","19°00'32""S","455 m","VFR","Sem Operação","","1106 m","18 m","13/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-0933.pdf","PA2014-0933"
